3.017631499999999889e+01,2.505342699999999923e+01
3.050716399999999950e+01,2.522172199999999975e+01
3.057667299999999955e+01,2.568645199999999917e+01
3.092818499999999915e+01,2.585908099999999976e+01
3.160495799999999988e+01,2.571734500000000168e+01
3.199644999999999939e+01,2.589000400000000113e+01
3.234460899999999839e+01,2.612441700000000111e+01
3.281426700000000096e+01,2.624108199999999869e+01
3.999250500000000130e+01,3.464050699999999949e+01
3.934721700000000055e+01,3.423190499999999759e+01
3.908684900000000084e+01,3.338727899999999948e+01
3.870326599999999928e+01,3.275668100000000038e+01
3.883844100000000310e+01,3.155610899999999930e+01
3.839708699999999908e+01,3.109333300000000122e+01
3.001538100000000142e+01,2.949726400000000126e+01
3.002705900000000128e+01,3.002705900000000128e+01
3.030375700000000094e+01,3.030375700000000094e+01
3.058757699999999957e+01,3.058757699999999957e+01
3.087882000000000104e+01,3.087882000000000104e+01
3.117782000000000053e+01,3.117782000000000053e+01
3.148491200000000134e+01,3.148491200000000134e+01
3.180047700000000077e+01,3.180047700000000077e+01
3.212489300000000014e+01,3.212489300000000014e+01
3.245857699999999824e+01,3.245857699999999824e+01
3.279925999999999675e+01,3.279925999999999675e+01
3.315023899999999912e+01,3.315023899999999912e+01
3.351174000000000319e+01,3.351174000000000319e+01
3.388706499999999977e+01,3.388706499999999977e+01
3.429267000000000110e+01,3.429267000000000110e+01
3.469428899999999771e+01,3.469428899999999771e+01
3.392890100000000331e+01,2.590962499999999835e+01
3.413882399999999961e+01,2.625295600000000107e+01
3.466233600000000337e+01,2.624736000000000047e+01
3.486781100000000322e+01,2.662501999999999924e+01
3.533700300000000283e+01,2.672062899999999885e+01
3.562888099999999980e+01,2.702102199999999854e+01
3.579348699999999894e+01,2.750257699999999872e+01
3.618477899999999892e+01,2.775017700000000076e+01
3.675151799999999724e+01,2.777894799999999975e+01
3.693421899999999880e+01,2.831198699999999846e+01
3.752275600000000111e+01,2.835054799999999986e+01
3.793196100000000115e+01,2.864348800000000139e+01
3.831768900000000144e+01,2.898644699999999830e+01
3.855089999999999861e+01,2.955294599999999861e+01
3.896538999999999930e+01,2.990154700000000076e+01
3.961613799999999941e+01,2.998921700000000001e+01
3.469206599999999696e+01,2.500013799999999975e+01
3.516721199999999925e+01,2.500046100000000138e+01
3.566830399999999912e+01,2.500033900000000031e+01
3.620918300000000301e+01,2.500011399999999995e+01
3.679360100000000244e+01,2.502907599999999988e+01
3.713118699999999706e+01,2.526581499999999991e+01
3.757033200000000051e+01,2.541650399999999976e+01
3.786251299999999986e+01,2.574231400000000036e+01
3.823232000000000141e+01,2.599638600000000110e+01
3.876946900000000085e+01,2.606114099999999922e+01
3.912751800000000202e+01,2.635883400000000165e+01
3.944059699999999680e+01,2.677800999999999831e+01
3.983962300000000312e+01,2.707201900000000094e+01
3.999997700000000123e+01,2.765710599999999886e+01
3.999914499999999862e+01,2.824088700000000074e+01
3.835810800000000143e+01,2.500023799999999952e+01
3.889739399999999847e+01,2.500022600000000139e+01
3.950649400000000355e+01,2.500010800000000089e+01
3.999962599999999924e+01,2.504198600000000141e+01
3.999954499999999769e+01,2.571685499999999891e+01
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
